 1/ 1/1979	42D9 1PJJ -
 2/27/1995	2117 3D87 -
 3/ 1/1995	21A7 3D87 -
 3/ 3/1995	1D77 3D93 -
 3/ 5/1995	1E07 3D93 -
 3/ 8/1995	1E97 3D93 -
 3/10/1995	1J27 3D93 -
 3/13/1995	1JD7 3D93 -
 3/15/1995	1L47 3D93  
 3/17/1995	1LJ7 3D93  
 3/19/1995	1P67 3D93  
 3/21/1995	1P67 3D88 -
 3/22/1995	1PP7 3D88 -
 3/24/1995	2087 3D88 -
 3/26/1995	2117 3D88 -
 3/28/1995	21A7 3D94 -
 3/30/1995	1D77 3D94 -
 4/ 2/1995	1E13 3D94  
 4/ 4/1995	1EA3 3D94  
 4/ 7/1995	1J33 3D94  
 4/ 9/1995	1JE3 3D94  
 4/12/1995	1L53 3D94  
 4/14/1995	1LL3 3D94  
 4/16/1995	1P73 3D94  
 4/17/1995	1P73 3D94 +
 4/18/1995	2003 3D94 +
 4/20/1995	2093 3D94 +
 4/21/1995	2093 3D95  
 4/22/1995	2123 3D11  
 4/24/1995	21D3 3D11  
 4/27/1995	1D83 3D11  
 4/29/1995	1E13 3D11  
 5/ 1/1995	1EA3 3D11  
 5/ 3/1995	1EA3 3D11 +
 5/ 4/1995	1J33 3D11 +
 5/ 7/1995	1JE3 3D11 +
 5/ 9/1995	1L53 3D11 +
 5/11/1995	1LL3 3D11 +
 5/13/1995	1P73 3D11 +
 5/15/1995	2003 3D11 +
 5/17/1995	2093 3D1J +
 5/19/1995	2123 3D1J +
 5/21/1995	21D3 3D1J +
 5/22/1995	21D3 3D1L  
 5/24/1995	1D83 3D1L  
 5/26/1995	22J3 3D1L  
 5/29/1995	2363 3D1L  
 5/31/1995	23P3 3D1L  
 6/ 3/1995	2483 3D1L  
 6/ 5/1995	2513 3D1L  
 6/ 8/1995	25A3 3D1L  
 6/ 9/1995	2597 3D1L  
 6/10/1995	2627 3D1L  
 6/11/1995	2627 3D2A  
 6/12/1995	26D7 3D2A  
 6/14/1995	2747 3D2A  
 6/16/1995	27J7 3D2A  
 6/18/1995	2867 3D2A  
 6/20/1995	2237 3D2A  
 6/22/1995	22E7 3D2D -
 6/25/1995	2357 3D2D -
 6/28/1995	23L7 3D2D -
 6/30/1995	2477 3D2D -
 7/ 2/1995	2507 3D2D -
 7/ 5/1995	2597 3D37 -
 7/ 7/1995	2627 3D37 -
 7/ 9/1995	26D7 3D37 -
 7/11/1995	2747 3D37  
 7/13/1995	27J7 3D37  
 7/15/1995	2867 3D37  
 7/17/1995	2237 3D37  
 7/20/1995	22E7 3D37  
 7/21/1995	2987 3D37  
 7/22/1995	2A17 3D37  
 7/23/1995	2A17 3D38 -
 7/25/1995	2AA7 3D38 -
 7/26/1995	2AA7 3D38  
 7/27/1995	2D37 3D38  
 7/30/1995	2DE7 3D44  
 8/ 1/1995	2E57 3D44  
 8/ 3/1995	2EL7 3D44  
 8/ 5/1995	2J77 3D44  
 8/ 8/1995	2L07 3D44  
 8/10/1995	2L97 3D44 +
 8/12/1995	2P27 3D44 +
 8/14/1995	28P7 3D44 +
 8/16/1995	2987 3D44 +
 8/19/1995	2A17 3D44 +
 8/21/1995	2AA7 3D44 +
 8/23/1995	2AA7 3D50 +
 8/24/1995	2D37 3D51  
 8/26/1995	2DE7 3D51  
 8/28/1995	2E57 3D51  
 8/29/1995	2E57 3D51 +
 8/31/1995	2EL7 3D51 +
 9/ 2/1995	2J77 3D51 +
 9/ 4/1995	2L07 3D51 +
 9/ 6/1995	2L97 3D51 +
 9/ 7/1995	3557 3D51 +
 9/ 8/1995	35L7 3D51 +
 9/10/1995	2PD7 3D51 +
 9/12/1995	3047 3D51 +
 9/15/1995	30J7 3D51 +
 9/16/1995	30J7 3D5J +
 9/17/1995	3167 3D5J +
 9/20/1995	31P7 3D5J +
 9/22/1995	3287 3D5J +
 9/24/1995	3287 3D5L  
 9/25/1995	3317 3D5L  
 9/27/1995	33A7 3D5L  
 9/29/1995	3437 3D5L  
10/ 1/1995	34E7 3D5L  
10/ 3/1995	3557 3D5L  
10/ 5/1995	35L7 3D5L  
10/ 8/1995	2PD7 3D5L  
10/10/1995	3047 3D6A  
10/12/1995	30J7 3D6A  
10/15/1995	3167 3D6A  
10/17/1995	31P7 3D6A  
10/20/1995	3287 3D6A  
10/21/1995	3947 3D6A  
10/22/1995	39J7 3D6A  
10/24/1995	3A67 3D6D -
10/26/1995	3AP7 3D6D -
10/28/1995	3D87 3D6D -
10/30/1995	3E17 3D6D -
11/ 2/1995	3EA7 3D6D -
11/ 3/1995	3EA7 3D77 -
11/ 4/1995	3677 3D77  
11/ 6/1995	3707 3D77  
11/ 9/1995	3797 3D77  
11/11/1995	3827 3D77  
11/14/1995	38D7 3D77  
11/16/1995	3947 3D77  
11/18/1995	39J7 3D77  
11/21/1995	3A67 3D77  
11/23/1995	3AP7 3D78  
11/25/1995	3D87 3D78  
11/27/1995	3E17 3D78  
11/28/1995	3E17 3D84  
11/29/1995	3EA7 3D84  
12/ 1/1995	3J37 3D84  
12/ 3/1995	3JE7 3D84  
12/ 6/1995	3L57 3D84  
12/ 8/1995	3LL7 3D84  
12/11/1995	3P77 3D84  
12/12/1995	3P77 3D84 +
12/13/1995	4007 3D84 +
12/16/1995	4097 3D84 +
12/18/1995	4127 3D84 +
12/20/1995	41D7 3D84 +
12/22/1995	4247 3D91  
12/24/1995	42J7 3D91  
12/26/1995	4367 3D91  
12/28/1995	3J37 3D91  
12/31/1995	3JE7 3D91  
 1/ 2/1996	3L57 3D91 +
 1/ 3/1996	3L57 4251 +
 1/ 5/1996	3LL7 4251 +
 1/ 7/1996	3P77 4251 +
 1/ 8/1996	4637 4251 +
 1/10/1996	46E7 4251 +
 1/12/1996	4763 4251 +
 1/14/1996	47P3 4251 +
 1/15/1996	47P3 425J +
 1/17/1996	4883 425J  
 1/19/1996	4913 425J  
 1/21/1996	49A3 425L -
 1/23/1996	4A33 425L -
 1/25/1996	4403 425L -
 1/27/1996	4493 425L -
 1/29/1996	4523 425L -
 2/ 1/1996	45D3 425L -
 2/ 3/1996	4643 425L -
 2/ 6/1996	46J3 425L -
 2/ 8/1996	4763 425L -
 2/ 9/1996	4763 41JA -
 2/11/1996	47P3 41JA -
 2/13/1996	4883 41JA -
 2/15/1996	4PJ3 41JA  
 2/17/1996	5063 41JA  
 2/19/1996	50P3 41JD -
 2/21/1996	4AE3 41JD -
 2/23/1996	4D53 41JD -
 2/26/1996	4DL3 41JD -
 2/28/1996	4E73 41JD -
 3/ 2/1996	4J03 41JD -
 3/ 4/1996	4J93 41JD -
 3/ 6/1996	4J93 41L7 -
 3/ 7/1996	4L23 41L7  
 3/ 9/1996	4LD3 41L7  
 3/11/1996	4P43 41L7  
 3/13/1996	4PJ3 41L7  
 3/15/1996	5063 41L7  
 3/17/1996	50P3 41L7  
 3/20/1996	4AE3 41JE -
 3/22/1996	4D53 41JE -
 3/24/1996	4DL3 41JE  
 3/25/1996	01A3 41JE  
 3/27/1996	0233 41JE  
 3/29/1996	02E3 41JE  
 4/ 1/1996	0353 41JE  
 4/ 3/1996	03L3 41JE  
 4/ 4/1996	03L3 41L8  
 4/ 5/1996	0473 41L8  
 4/ 7/1996	04P8 41L8  
 4/ 8/1996	04P8 41L8 +
 4/ 9/1996	0588 41L8 +
 4/12/1996	0618 41L8 +
 4/14/1996	06A8 41L8 +
 4/16/1996	0078 41L8 +
 4/18/1996	0108 41L8 +
 4/20/1996	0198 41L9  
 4/23/1996	0228 41L9  
 4/25/1996	02D8 41L9  
 4/28/1996	0348 41L9  
 4/30/1996	03J8 41L9  
 5/ 3/1996	0D28 41L9  
 5/ 5/1996	0DD8 41L9  
 5/ 7/1996	0E48 41L9  
 5/ 9/1996	0EJ8 41L9  
 5/11/1996	0J68 41L9  
 5/13/1996	0738 41L9  
 5/15/1996	07E8 41L9  
 5/18/1996	0858 41L9  
 5/20/1996	08L8 41L9  
 5/21/1996	08L8 41LA -
 5/23/1996	0978 41LA -
 5/25/1996	0A08 41LA -
 5/28/1996	0A98 41LA -
 5/30/1996	0D28 41LA -
 6/ 1/1996	0DD8 41LA -
 6/ 3/1996	0E48 41LA -
 6/ 5/1996	0EJ8 41LA -
 6/ 7/1996	0J68 41LA -
 6/ 9/1996	0738 41LA -
 6/12/1996	07E8 41LA -
 6/13/1996	0L88 41LA -
 6/14/1996	0P18 41LA  
 6/16/1996	0PA8 41LA  
 6/19/1996	1038 41LA  
 6/21/1996	1038 41LD -
 6/22/1996	10E8 41LD -
 6/24/1996	1158 41LD -
 6/26/1996	11L8 41LD -
 6/29/1996	1278 41LD -
 7/ 1/1996	1308 41LD -
 7/ 2/1996	1308 41LD  
 7/ 3/1996	1398 41LD  
 7/ 5/1996	1428 41LD  
 7/ 7/1996	0JP8 41LD  
 7/ 9/1996	0L88 41LD  
 7/11/1996	0P18 41LD  
 7/14/1996	0PA8 41LD  
 7/16/1996	1038 41LD +
 7/19/1996	10E8 41LD +
 7/21/1996	1158 41LD +
 7/23/1996	1158 41LE  
 7/24/1996	11L8 41LE  
 7/26/1996	1938 41LE  
 7/28/1996	19E8 41LE  
 7/30/1996	1A58 41LE  
 8/ 1/1996	1AL8 41LE  
 8/ 2/1996	1AL8 41LE +
 8/ 3/1996	14D8 41LE +
 8/ 5/1996	1548 41LE +
 8/ 7/1996	15J8 41P8 +
 8/10/1996	1668 41P8 +
 8/12/1996	16P8 41P8 +
 8/15/1996	1788 41P8 +
 8/17/1996	1818 41P8 +
 8/20/1996	18A8 41P8 +
 8/22/1996	1938 41P8 +
 8/23/1996	1938 41P9  
 8/24/1996	19E8 41P9  
 8/26/1996	1A58 41P9 +
 8/28/1996	1AL8 41P9 +
 8/30/1996	14D8 41P9 +
 9/ 2/1996	1548 41P9 +
 9/ 4/1996	15J8 41P9 +
 9/ 6/1996	1668 41P9 +
 9/ 7/1996	1668 4205 +
 9/ 9/1996	16P8 4205 +
 9/10/1996	1JD8 4205 +
 9/11/1996	1L48 4205 +
 9/12/1996	1L48 4205  
 9/14/1996	1LJ8 4205  
 9/16/1996	1P68 4205  
 9/18/1996	1PP8 4205  
 9/21/1996	2088 4205  
 9/23/1996	2118 4206 -
 9/25/1996	21A8 4206 -
 9/27/1996	1D78 4206 -
 9/29/1996	1E08 4206 -
10/ 1/1996	1E98 4206 -
10/ 4/1996	1J28 4212 -
10/ 6/1996	1JD8 4212 -
10/ 9/1996	1L48 4212  
10/11/1996	1LJ8 4212  
10/13/1996	1P68 4212  
10/16/1996	1PP8 4212  
10/18/1996	2088 4212  
10/20/1996	2118 4212  
10/22/1996	21A8 4212  
10/23/1996	21A8 4213 -
10/24/1996	1D78 4213 -
10/26/1996	1E08 4213 -
10/27/1996	1E08 4213  
10/29/1996	1E98 4213  
10/30/1996	2358 421P  
10/31/1996	23L8 421P  
11/ 2/1996	2478 421P  
11/ 5/1996	2508 421P  
11/ 7/1996	2598 421P  
11/10/1996	2628 421P  
11/12/1996	26D8 421P  
11/14/1996	2748 421P  
11/15/1996	2748 421P +
11/16/1996	27J8 421P +
11/18/1996	2868 421P +
11/20/1996	2238 421P +
11/22/1996	2238 4220  
11/23/1996	22E8 422E  
11/25/1996	2358 422E  
11/27/1996	23L8 422E  
11/30/1996	2478 422E  
12/ 2/1996	2508 422E  
12/ 5/1996	2598 422E +
12/ 7/1996	2628 422E +
12/ 9/1996	26D8 422E +
12/11/1996	2748 422E +
12/14/1996	27J8 422E +
12/16/1996	2868 422E +
12/17/1996	2868 4238 +
12/18/1996	2238 4238 +
12/20/1996	22E8 4238 +
12/22/1996	2358 4239  
12/25/1996	23L8 4239  
12/27/1996	2478 4239  
12/30/1996	2508 4239  
 1/ 1/1997	2598 4239  
 1/ 3/1997	2E58 4239  
 1/ 4/1997	2EL8 4239  
 1/ 6/1997	2J78 4239  
 1/ 8/1997	2L08 4239  
 1/10/1997	2L98 4245  
 1/12/1997	2P28 4245  
 1/14/1997	28P8 4245  
 1/16/1997	2988 4245  
 1/18/1997	2A18 4245  
 1/20/1997	2A18 4246 -
 1/21/1997	2AA8 4246 -
 1/22/1997	2AA8 4906 -
 1/23/1997	2D38 4906 -
 1/26/1997	2DE8 4906 -
 1/28/1997	2E58 4906 -
 1/31/1997	2EL8 4906 -
 2/ 2/1997	2J78 4906 -
 2/ 3/1997	2J78 4912 -
 2/ 4/1997	2L08 4912 -
 2/ 6/1997	2L98 4912 -
 2/ 8/1997	2P28 4912 -
 2/ 9/1997	2P28 4912  
 2/10/1997	28P8 4912  
 2/12/1997	2988 4912  
 2/15/1997	2A18 4912  
 2/17/1997	2AA8 4912  
 2/19/1997	2AA8 4913 -
 2/20/1997	2D38 4913 -
 2/22/1997	2DE8 4913 -
 2/25/1997	2E58 4913 -
 2/27/1997	2EL8 491P -
 2/28/1997	2EL8 491P  
 3/ 2/1997	2J78 491P  
 3/ 4/1997	2L08 491P  
 3/ 6/1997	2L98 491P  
 3/ 8/1997	2P28 491P  
 3/ 9/1997	2868 491P  
 3/10/1997	2238 491P  
 3/12/1997	22E8 491P  
 3/14/1997	2358 491P  
 3/16/1997	23L8 491P +
 3/19/1997	2478 491P +
 3/21/1997	2508 4914  
 3/23/1997	2508 4890  
 3/24/1997	2598 4890  
 3/26/1997	2628 4890  
 3/29/1997	26D8 4890  
 3/31/1997	2748 4890  
 4/ 2/1997	27J8 4890 +
 4/ 4/1997	2868 4890 +
 4/ 6/1997	2238 4890 +
 4/ 8/1997	22E8 4890 +
 4/10/1997	2358 4890 +
 4/13/1997	23L8 4890 +
 4/15/1997	2478 4890 +
 4/16/1997	2478 489E +
 4/18/1997	2508 489E +
 4/20/1997	2598 489J  
 4/23/1997	2628 489J  
 4/25/1997	26D8 489J  
 4/27/1997	2748 489J  
 4/29/1997	27J8 489J  
 5/ 2/1997	2868 489J  
 5/ 4/1997	2238 489J  
 5/ 5/1997	2238 489J -
 5/ 6/1997	22E8 489J -
 5/ 8/1997	2358 489J -
 5/10/1997	23L8 489J -
 5/11/1997	23L8 48A9 -
 5/12/1997	2478 48A9  
 5/15/1997	2508 48A9  
 5/18/1997	2598 48A9  
 5/20/1997	2628 48A9  
 5/21/1997	2628 48AA -
 5/22/1997	26D8 48AA -
 5/24/1997	2748 48AA -
 5/27/1997	27J8 48AA -
 5/29/1997	2868 48AA -
 5/31/1997	2238 48AA -
 6/ 2/1997	22E8 48AA -
 6/ 4/1997	2358 48D6 -
 6/ 6/1997	23L8 48D6 -
 6/ 9/1997	2478 48D6  
 6/11/1997	2508 48D6  
 6/14/1997	2598 48D6  
 6/16/1997	2628 48D6  
 6/19/1997	2J78 48D6  
 6/21/1997	2L08 48D7 -
 6/23/1997	2L98 48D7 -
 6/24/1997	2L98 48D7  
 6/25/1997	2P28 48D7  
 6/27/1997	28P8 48D7  
 6/29/1997	2988 48E3  
 7/ 1/1997	2A18 48E3  
 7/ 4/1997	2AA8 48E3  
 7/ 6/1997	2D38 48E3  
 7/ 8/1997	2D38 48E3 +
 7/ 9/1997	2DE8 48E3 +
 7/11/1997	2E58 48E3 +
 7/14/1997	2EL8 48E3 +
 7/16/1997	2J78 48E3 +
 7/18/1997	2L08 48E3 +
 7/20/1997	2L98 48E3 +
 7/22/1997	2P28 48E3 +
 7/23/1997	2P28 48E4  
 7/24/1997	28P8 48J0  
 7/26/1997	2988 48J0  
 7/27/1997	2988 48J0 +
 7/29/1997	2A18 48J0 +
 7/31/1997	2AA8 48J0 +
 8/ 2/1997	2D38 48J0 +
 8/ 5/1997	2DE8 48J0 +
 8/ 7/1997	2E58 48J0 +
 8/10/1997	2EL8 48J0 +
 8/12/1997	2J78 48J0 +
 8/14/1997	3438 48J0 +
 8/15/1997	34E8 48J0 +
 8/17/1997	3558 48J0 +
 8/18/1997	3558 48JE +
 8/19/1997	35L8 48JE +
 8/21/1997	2PD8 48JE +
 8/23/1997	3048 48JJ  
 8/25/1997	30J8 48JJ  
 8/27/1997	3168 48JJ  
 8/30/1997	31P8 48JJ  
 9/ 1/1997	3288 48JJ  
 9/ 4/1997	3318 48JJ  
 9/ 6/1997	33A8 48JJ  
 9/ 9/1997	3438 48JJ  
 9/11/1997	34E8 48JJ  
 9/12/1997	34E8 48L9  
 9/13/1997	3558 48L9  
 9/15/1997	35L8 48L9  
 9/17/1997	2PD8 48L9  
 9/19/1997	3048 48L9  
 9/21/1997	30J8 48L9  
 9/23/1997	30J8 48LA -
 9/24/1997	3168 48LA -
 9/26/1997	31P8 48LA -
 9/28/1997	3288 48LA -
 9/29/1997	3948 48LA -
10/ 1/1997	39J8 48LA -
10/ 2/1997	39J8 48LA  
10/ 3/1997	3A68 48LA  
10/ 6/1997	3AP8 48LA  
10/ 8/1997	3D88 48P6  
10/11/1997	3E18 48P6  
10/13/1997	3EA8 48P6  
10/15/1997	3678 48P6  
10/17/1997	3708 48P6  
10/19/1997	3798 48P6  
10/20/1997	3798 48P6 +
10/21/1997	3828 48P6 +
10/23/1997	38D8 48P7  
10/26/1997	3948 48P7  
10/28/1997	39J8 48P7  
10/31/1997	3A68 48P7  
11/ 2/1997	3AP8 48P7  
11/ 5/1997	3D88 4903  
11/ 7/1997	3E18 4903  
11/ 8/1997	3E18 4903 +
11/ 9/1997	4368 4903 +
11/11/1997	3J38 4903 +
11/13/1997	3JE8 4903 +
11/15/1997	3L58 4903 +
11/17/1997	3LL8 4903 +
11/20/1997	3P78 4903 +
11/22/1997	4008 4904  
11/25/1997	4098 4904  
11/27/1997	4128 4904  
11/29/1997	41D8 4904  
12/ 1/1997	41D8 4904 +
12/ 2/1997	4248 4904 +
12/ 4/1997	42J8 4904 +
12/ 6/1997	4368 4904 +
12/ 8/1997	3J38 4904 +
12/10/1997	3JE8 4904 +
12/12/1997	3JE8 4910 +
12/13/1997	3L58 4910 +
12/14/1997	3L58 4910  
12/15/1997	3LL8 4910  
12/17/1997	3P78 4910  
12/18/1997	4638 4910  
12/19/1997	46E8 4910  
12/22/1997	4758 4911 -
12/24/1997	47L8 4911 -
12/27/1997	4878 4911 -
12/29/1997	4908 4911 -
12/31/1997	4998 4911 -
 1/ 2/1998	4A28 4911 -
 1/ 5/1998	43P8 4911 -
 1/ 7/1998	4488 4911 -
 1/ 9/1998	4518 4911 -
 1/10/1998	4518 4905 -
 1/11/1998	45A8 4905 -
 1/13/1998	4638 4905  
 1/16/1998	46E8 4905  
 1/18/1998	4758 4905  
 1/20/1998	4758 4906 -
 1/21/1998	47L8 4906 -
 1/23/1998	4878 4906 -
 1/25/1998	4P38 4906 -
 1/26/1998	4PE8 4906 -
 1/28/1998	5058 4906 -
 1/29/1998	5058 4996 -
 1/30/1998	50L8 4996 -
 2/ 1/1998	4AD8 4996 -
 2/ 3/1998	4D48 4996  
 2/ 4/1998	4D48 5056  
 2/ 5/1998	4DJ8 5056  
 2/ 7/1998	4E68 5056  
 2/10/1998	4EP8 5056  
 2/12/1998	4J88 5056  
 2/15/1998	4L18 5056  
 2/17/1998	4LA8 5056  
 2/19/1998	4LA8 5057 -
 2/20/1998	4P38 5057  
 2/22/1998	4PE8 5057  
 2/24/1998	5058 5057  
 2/26/1998	50L8 5057  
 2/28/1998	4AD8 5057  
 3/ 2/1998	4D48 5057  
 3/ 4/1998	4DJ8 5057  
 3/ 5/1998	0198 5063  
 3/ 7/1998	0228 5063  
 3/ 8/1998	0228 5063 +
 3/ 9/1998	02D8 5063 +
 3/11/1998	0348 5063 +
 3/14/1998	03J8 5063 +
 3/16/1998	0468 5063 +
 3/19/1998	04P8 5063 +
 3/21/1998	0588 5058  
 3/24/1998	0618 5058  
 3/26/1998	06A8 5058  
 3/28/1998	0078 5058  
 3/30/1998	0108 5058  
 4/ 1/1998	0198 5058  
 4/ 3/1998	0228 5058  
 4/ 5/1998	02D8 5058  
 4/ 6/1998	02D8 5064  
 4/ 8/1998	0348 5064  
 4/10/1998	03J8 5064  
 4/13/1998	0D28 5064  
 4/15/1998	0DD8 5064  
 4/18/1998	0E48 5064  
 4/20/1998	0EJ8 5065 -
 4/22/1998	0J68 5065 -
 4/24/1998	0738 5065 -
 4/26/1998	07E8 5065 -
 4/28/1998	0858 5065 -
 4/30/1998	08L8 5065 -
 5/ 2/1998	0978 5065 -
 5/ 4/1998	0978 4PL1 -
 5/ 5/1998	0A08 4PL1 -
 5/ 7/1998	0A98 4PL1 -
 5/10/1998	0D28 4PL1 -
 5/12/1998	0DD8 4PL1 -
 5/15/1998	0E48 4PL1  
 5/17/1998	0EJ8 4PL1  
 5/19/1998	0J68 4PL1  
 5/21/1998	0738 4PL2 -
 5/24/1998	0L88 4PL2 -
 5/26/1998	0P18 4PL2 -
 5/28/1998	0PA8 4PL2 -
 5/30/1998	1038 4PLL -
 6/ 1/1998	10E8 4PLL  
 6/ 4/1998	1158 4PLL  
 6/ 6/1998	11L8 4PLL  
 6/ 9/1998	1279 4PLL  
 6/11/1998	1309 4PLL  
 6/13/1998	1399 4PLL  
 6/15/1998	1399 4PLL +
 6/16/1998	1429 4PLL +
 6/18/1998	0JP9 4PLL +
 6/20/1998	0L89 4PLL +
 6/22/1998	0P19 4PLP  
 6/24/1998	0PA9 4PLP  
 6/25/1998	0PA9 4PPD  
 6/26/1998	1039 4PPD  
 6/28/1998	10E9 4PPD  
 7/ 1/1998	1159 4PPD +
 7/ 3/1998	11L9 4PPD +
 7/ 6/1998	1939 4PPD +
 7/ 8/1998	19E9 4PPD +
 7/11/1998	1A59 4PPD +
 7/13/1998	1AL9 4PPD +
 7/15/1998	14D9 4PPD +
 7/17/1998	1549 4PPD +
 7/19/1998	15J9 4PPD +
 7/20/1998	15J9 5007 +
 7/21/1998	1669 5007 +
 7/23/1998	1669 5008  
 7/24/1998	16P9 5008  
 7/26/1998	1789 5008  
 7/28/1998	1819 5008  
 7/31/1998	18A9 5008  
 8/ 2/1998	1939 5008  
 8/ 5/1998	19E9 5008  
 8/ 7/1998	1A59 5008  
 8/ 9/1998	1AL9 5008  
 8/11/1998	14D9 5008  
 8/13/1998	1549 5014  
 8/15/1998	15J9 5014  
 8/18/1998	1669 5014  
 8/20/1998	16P9 5014  
 8/21/1998	1JD9 5014  
 8/22/1998	1L49 5014  
 8/23/1998	1L49 4P85 -
 8/25/1998	1LJ9 4P85 -
 8/27/1998	1P69 4P85 -
 8/30/1998	1PP9 4P85 -
 9/ 1/1998	2089 4P85 -
 9/ 3/1998	2119 4P85 -
 9/ 6/1998	21A9 4P85 -
 9/ 7/1998	21A9 4P91 -
 9/ 8/1998	1D79 4P91  
 9/10/1998	1E09 4P91  
 9/12/1998	1E99 4P91  
 9/14/1998	1J29 4P91  
 9/16/1998	1JD9 4P91  
 9/18/1998	1L49 4P91  
 9/21/1998	1LJ9 4P91  
 9/23/1998	1P69 4P92 -
 9/24/1998	1P69 4P92  
 9/26/1998	1PP9 4P92  
 9/28/1998	2089 4P92  
10/ 1/1998	2119 4P9L  
10/ 3/1998	21A9 4P9L  
10/ 5/1998	1D79 4P9L  
10/ 7/1998	1E09 4P9L  
10/ 8/1998	22E9 4P9L  
10/ 9/1998	2359 4P9L  
10/11/1998	23L9 4P9L  
10/12/1998	23L9 4P9L +
10/13/1998	2479 4P9L +
10/16/1998	2509 4P9L +
10/18/1998	2599 4P9L +
10/21/1998	2629 4P9L +
10/23/1998	26D9 4P9L +
10/24/1998	26D9 4P9P  
10/25/1998	26D9 4PAD  
10/26/1998	2748 4PAD  
10/28/1998	27J8 4PAD  
10/30/1998	2868 4PAD  
11/ 1/1998	2238 4PAD  
11/ 2/1998	2238 4PAD +
11/ 3/1998	22E8 4PAD +
11/ 5/1998	2358 4PAD +
11/ 7/1998	23L8 4PAD +
11/10/1998	2478 4PAD +
11/12/1998	2508 4PAD +
11/14/1998	2598 4PAD +
11/17/1998	2628 4PAD +
11/18/1998	2628 4PD7 +
11/19/1998	26D8 4PD7 +
11/22/1998	2748 4PD7 +
11/23/1998	2748 4PD8  
11/24/1998	27J8 4PD8  
11/27/1998	2P28 4PD8  
11/28/1998	2P28 5048  
11/29/1998	28P8 5048  
12/ 1/1998	2988 5048  
12/ 3/1998	2A18 5048  
12/ 5/1998	2AA8 5048  
12/ 7/1998	2D38 5048  
12/ 9/1998	2DE8 5048  
12/12/1998	2E58 5054  
12/14/1998	2EL8 5054  
12/17/1998	2J78 5054  
12/19/1998	2L08 5054  
12/22/1998	2L98 5055 -
12/24/1998	2P28 5055 -
12/26/1998	28P8 5055 -
12/28/1998	2988 5055 -
12/30/1998	2A18 5055 -
 1/ 1/1999	2AA8 5055 -
 1/ 3/1999	2D38 5055 -
 1/ 5/1999	2D38 5061 -
 1/ 6/1999	2DE8 5061 -
 1/ 7/1999	2DE8 5061  
 1/ 8/1999	2E58 5061  
 1/11/1999	2EL8 5061  
 1/13/1999	2J78 5061  
 1/16/1999	2L08 5061  
 1/18/1999	2L98 5061  
 1/20/1999	2P28 5061  
 1/21/1999	2P28 5062 -
 1/22/1999	28P8 5062 -
 1/24/1999	2988 5062 -
 1/26/1999	3048 5062  
 1/27/1999	30J8 5062  
 1/29/1999	3168 506L  
 1/31/1999	31P8 506L  
 2/ 2/1999	3288 506L  
 2/ 4/1999	3318 506L  
 2/ 7/1999	33A8 506L  
 2/ 9/1999	3438 506L  
 2/12/1999	34E8 506L  
 2/13/1999	34E8 062L +
 2/14/1999	3558 062L +
 2/16/1999	35L8 062L +
 2/19/1999	2PD8 062P  
 2/21/1999	3048 062P  
 2/22/1999	3048 05AD  
 2/23/1999	30J8 05AD  
 2/25/1999	3168 05AD  
 2/27/1999	31P8 05AD  
 3/ 1/1999	3289 05AD  
 3/ 3/1999	3289 05AD +
 3/ 4/1999	3319 05AD +
 3/ 6/1999	33A9 05AD +
 3/ 9/1999	3439 05AD +
 3/11/1999	34E9 05AD +
 3/14/1999	3559 05AD +
 3/16/1999	35L9 05AD +
 3/18/1999	2PD9 05D7  
 3/20/1999	3049 05D7  
 3/21/1999	3049 05AE -
 3/22/1999	30J9 05AE -
 3/24/1999	3169 05AE -
 3/26/1999	31P9 05AE -
 3/29/1999	3289 05AE -
 3/31/1999	3319 05AE -
 4/ 3/1999	33A9 05AE -
 4/ 5/1999	3439 05AE -
 4/ 8/1999	34E9 05AE -
 4/10/1999	3559 05AE -
 4/12/1999	35L9 05AE -
 4/13/1999	35L9 05D8 -
 4/14/1999	2PD9 05D8 -
 4/16/1999	3049 05D8 -
 4/18/1999	30J9 05D8  
 4/20/1999	3169 05D8  
 4/21/1999	3169 05D9 -
 4/23/1999	31P9 05D9 -
 4/25/1999	3289 05D9 -
 4/27/1999	3319 05D9 -
 4/30/1999	33A9 05D9 -
 5/ 2/1999	3439 05D9 -
 5/ 5/1999	34E9 05D9 -
 5/ 6/1999	2L09 05D9 -
 5/ 7/1999	2L99 05D9 -
 5/ 9/1999	2L99 05E5  
 5/10/1999	2P29 05E5  
 5/12/1999	28P9 05E5  
 5/14/1999	2989 05E5  
 5/16/1999	2A19 05E5  
 5/18/1999	2AA9 05E5  
 5/20/1999	2D39 05E5  
 5/21/1999	2D39 05E6 -
 5/22/1999	2DE9 05E6 -
 5/24/1999	2DE9 05E6  
 5/25/1999	2E59 05E6  
 5/27/1999	2EL9 05E6  
 5/30/1999	2J79 05E6  
 6/ 1/1999	2L09 05E6  
 6/ 4/1999	2L99 05E6  
 6/ 6/1999	2P29 05J2  
 6/ 7/1999	2P29 05J2 +
 6/ 8/1999	28P9 05J2 +
 6/10/1999	2989 05J2 +
 6/12/1999	2A19 05J2 +
 6/14/1999	2AA9 05J2 +
 6/16/1999	2D39 05J2 +
 6/19/1999	2DE9 05J2 +
 6/21/1999	2E59 05J2 +
 6/22/1999	2E59 05J3  
 6/23/1999	2EL9 05J3  
 6/26/1999	2J79 05J3  
